molecule_chembl_id,canonical_smiles,standard_type,standard_value,target_chembl_id,bioactivity,num_h_donors,num_h_acceptors,mol_weight,num_rotatable_bonds,passes_lipinski
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,911.0,CHEMBL1787,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,1.2,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL1043,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,IC50,1500.0,CHEMBL1926,intermediate,2,4,248.30700000000002,2,True
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,IC50,2600.0,CHEMBL4785,intermediate,5,9,457.48300000000023,3,True
CHEMBL424,O=C(O)c1ccccc1O,IC50,21000000.0,CHEMBL612558,inactive,2,2,138.12199999999999,1,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,100.0,CHEMBL614772,active,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,600.0,CHEMBL372,active,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,700.0,CHEMBL372,active,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,370.0,CHEMBL312,active,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,600.0,CHEMBL312,active,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,3300.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,140.0,CHEMBL312,active,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,1000000.0,CHEMBL3474,inactive,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,750000.0,CHEMBL2096674,inactive,2,3,236.29599999999996,2,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,218.0,CHEMBL1787,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,8.47,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,,CHEMBL612545,unknown,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,19.8,CHEMBL1787,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,53000.0,CHEMBL1787,inactive,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,0.18,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,1800.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,2200.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,100000.0,CHEMBL2111358,inactive,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,55000.0,CHEMBL3687,inactive,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,20000.0,CHEMBL4028,inactive,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,840.0,CHEMBL215,active,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,5120.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL196,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,IC50,26500.0,CHEMBL612545,inactive,4,6,176.124,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,1800.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,2200.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,62.0,CHEMBL1787,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,10.0,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,4.7,CHEMBL375,active,3,5,392.4670000000002,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,3.5,CHEMBL375,active,3,5,392.4670000000002,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,420.0,CHEMBL612557,active,3,5,392.4670000000002,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,74.0,CHEMBL613516,active,3,5,392.4670000000002,2,True
CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,IC50,1.0,CHEMBL3396,active,1,6,361.37300000000005,2,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,40000.0,CHEMBL3422,inactive,2,2,372.55300000000017,1,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,804.0,CHEMBL312,active,2,3,236.29599999999996,2,True
CHEMBL139835,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,IC50,5.0,CHEMBL318,active,0,4,416.9450000000003,2,True
CHEMBL139835,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,IC50,125.0,CHEMBL318,active,0,4,416.9450000000003,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,1500.0,CHEMBL612545,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,320.0,CHEMBL312,active,2,3,236.29599999999996,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,35800.0,CHEMBL375,inactive,3,5,392.4670000000002,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,1000.0,CHEMBL375,active,3,5,392.4670000000002,2,True
CHEMBL573,O=C(O)c1cccnc1,IC50,13000.0,CHEMBL612545,inactive,1,2,123.11099999999998,1,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,750000.0,CHEMBL5016,inactive,3,5,392.4670000000002,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,25000.0,CHEMBL2111358,inactive,3,5,392.4670000000002,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,25000.0,CHEMBL312,inactive,3,5,392.4670000000002,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,740.0,CHEMBL215,active,2,3,236.29599999999996,2,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,2.2,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,52.0,CHEMBL1787,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,0.1,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,2100.0,CHEMBL5099,intermediate,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,580.0,CHEMBL612545,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,3.0,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,42.0,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL139835,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,IC50,23.0,CHEMBL1871,active,0,4,416.9450000000003,2,True
CHEMBL139835,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,IC50,1000.0,CHEMBL208,active,0,4,416.9450000000003,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,10000.0,CHEMBL221,inactive,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,10000.0,CHEMBL230,inactive,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,2900.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,200.0,CHEMBL312,active,2,3,236.29599999999996,2,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,10.0,CHEMBL3422,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,11.0,CHEMBL5099,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,41.0,CHEMBL1787,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,5.0,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,2000.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL1140,NC(=O)c1cccnc1,IC50,210000.0,CHEMBL3105,inactive,1,2,122.12699999999997,1,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,3700.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,1100.0,CHEMBL372,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,2000.0,CHEMBL372,intermediate,2,3,236.29599999999996,2,True
CHEMBL139835,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,IC50,18000.0,CHEMBL3072,inactive,0,4,416.9450000000003,2,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,33.0,CHEMBL612545,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,500.0,CHEMBL1787,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,4.2,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,150.0,CHEMBL1787,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,0.18,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,0.28,CHEMBL5099,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,6.8,CHEMBL2096664,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,100000.0,CHEMBL3072,inactive,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,40.0,CHEMBL1787,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,3.0,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,540.0,CHEMBL1787,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,60.0,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,500.0,CHEMBL312,active,2,3,236.29599999999996,2,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,150.0,CHEMBL1787,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,0.18,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,20.0,CHEMBL376,active,3,5,392.4670000000002,2,True
CHEMBL545,CCO,IC50,1.3,CHEMBL614774,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,4.7,CHEMBL614774,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,4.8,CHEMBL614774,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,6.7,CHEMBL614774,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,77.0,CHEMBL614774,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,0.4,CHEMBL387,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,1.6,CHEMBL387,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,0.6,CHEMBL387,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,16.0,CHEMBL387,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,49.0,CHEMBL614128,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,0.6,CHEMBL614128,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,1.8,CHEMBL614128,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,7.5,CHEMBL614128,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,8.5,CHEMBL614128,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,11.0,CHEMBL613829,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,110.0,CHEMBL613829,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,2020.0,CHEMBL613829,intermediate,1,1,46.069,0,True
CHEMBL545,CCO,IC50,183.0,CHEMBL613829,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,7.0,CHEMBL613829,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,181.0,CHEMBL613829,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,28.0,CHEMBL614218,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,1650.0,CHEMBL614218,intermediate,1,1,46.069,0,True
CHEMBL545,CCO,IC50,26.7,CHEMBL614218,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,150.0,CHEMBL614218,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,2.1,CHEMBL614218,active,1,1,46.069,0,True
CHEMBL545,CCO,IC50,0.22,CHEMBL614218,active,1,1,46.069,0,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,169500.0,CHEMBL614123,inactive,3,5,392.4670000000002,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,500.0,CHEMBL312,active,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,1300.0,CHEMBL372,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,100000.0,CHEMBL372,inactive,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,420.0,CHEMBL3911,active,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,,CHEMBL372,unknown,2,3,236.29599999999996,2,True
CHEMBL196,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,IC50,26500.0,CHEMBL2699,inactive,4,6,176.124,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,0.1,CHEMBL375,active,3,5,392.4670000000002,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,1250.0,CHEMBL312,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,100000.0,CHEMBL4618,inactive,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,850.0,CHEMBL4618,active,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,3200.0,CHEMBL312,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,1200.0,CHEMBL375,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,27000.0,CHEMBL375,inactive,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,2000.0,CHEMBL376,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,25000.0,CHEMBL376,inactive,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,2000.0,CHEMBL372,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,25000.0,CHEMBL372,inactive,2,3,236.29599999999996,2,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,52.0,CHEMBL1787,active,2,2,372.55300000000017,1,True
CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,IC50,0.1,CHEMBL1856,active,2,2,372.55300000000017,1,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,873.0,CHEMBL215,active,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,500.0,CHEMBL312,active,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,760.0,CHEMBL215,active,2,3,236.29599999999996,2,True
CHEMBL1201081,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+],IC50,0.0,CHEMBL376,active,2,8,496.5320000000003,6,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,3700.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,1100.0,CHEMBL372,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,2000.0,CHEMBL372,intermediate,2,3,236.29599999999996,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,0.1,CHEMBL375,active,3,5,392.4670000000002,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,0.3,CHEMBL375,active,3,5,392.4670000000002,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,1800.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,2200.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,750000.0,CHEMBL4715,inactive,3,5,392.4670000000002,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,120000.0,CHEMBL312,inactive,3,5,392.4670000000002,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,,CHEMBL2096674,unknown,3,5,392.4670000000002,2,True
CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,IC50,3.2,CHEMBL2094255,active,1,6,361.37300000000005,2,True
CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,IC50,12.8,CHEMBL2094255,active,1,6,361.37300000000005,2,True
CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,IC50,600.0,CHEMBL2094255,active,1,6,361.37300000000005,2,True
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,0.1,CHEMBL375,active,3,5,392.4670000000002,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,2600.0,CHEMBL215,intermediate,2,3,236.29599999999996,2,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,40000.0,CHEMBL612545,inactive,2,3,236.29599999999996,2,True
CHEMBL691,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,IC50,,CHEMBL387,unknown,2,2,296.4100000000001,0,True
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,320.0,CHEMBL215,active,2,3,236.29599999999996,2,True
